ElapsedSec,TPS,RecvPerSec,SendPerSec,SendDropSec
Total Time : 1656.449 	 TPS : 54.935 	 RecvSec : 35.680 	 SendSec : 35644.077 	 SendDropSec : 0.000
Total Time : 1657.864 	 TPS : 72.085 	 RecvSec : 44.523 	 SendSec : 44478.486 	 SendDropSec : 0.000
Total Time : 1659.795 	 TPS : 42.482 	 RecvSec : 32.638 	 SendSec : 32605.756 	 SendDropSec : 0.000
Total Time : 1661.548 	 TPS : 95.839 	 RecvSec : 71.880 	 SendSec : 71807.740 	 SendDropSec : 0.000
Total Time : 1662.808 	 TPS : 67.450 	 RecvSec : 49.992 	 SendSec : 49942.231 	 SendDropSec : 0.000
Total Time : 1664.761 	 TPS : 49.666 	 RecvSec : 32.257 	 SendSec : 32224.952 	 SendDropSec : 0.000
Total Time : 1666.450 	 TPS : 105.401 	 RecvSec : 74.609 	 SendSec : 74534.828 	 SendDropSec : 0.000
Total Time : 1668.249 	 TPS : 47.245 	 RecvSec : 35.017 	 SendSec : 34981.677 	 SendDropSec : 0.000
Total Time : 1670.073 	 TPS : 44.951 	 RecvSec : 34.536 	 SendSec : 34501.151 	 SendDropSec : 0.000
Total Time : 1671.245 	 TPS : 144.986 	 RecvSec : 107.460 	 SendSec : 107352.386 	 SendDropSec : 0.000
Total Time : 1672.608 	 TPS : 38.177 	 RecvSec : 46.252 	 SendSec : 46206.222 	 SendDropSec : 0.000
Total Time : 1673.692 	 TPS : 78.365 	 RecvSec : 58.083 	 SendSec : 58024.576 	 SendDropSec : 0.000
Total Time : 1675.571 	 TPS : 43.119 	 RecvSec : 33.537 	 SendSec : 33503.720 	 SendDropSec : 0.000
Total Time : 1677.180 	 TPS : 123.022 	 RecvSec : 78.287 	 SendSec : 78208.685 	 SendDropSec : 0.000
Total Time : 1678.288 	 TPS : 74.930 	 RecvSec : 56.874 	 SendSec : 56817.407 	 SendDropSec : 0.000
Total Time : 1679.552 	 TPS : 57.757 	 RecvSec : 49.845 	 SendSec : 49795.062 	 SendDropSec : 0.000
Total Time : 1680.553 	 TPS : 150.892 	 RecvSec : 119.914 	 SendSec : 119794.191 	 SendDropSec : 0.000
Total Time : 1683.034 	 TPS : 42.313 	 RecvSec : 27.805 	 SendSec : 27777.619 	 SendDropSec : 0.000
Total Time : 1684.035 	 TPS : 161.845 	 RecvSec : 121.883 	 SendSec : 121761.085 	 SendDropSec : 0.000
Total Time : 1686.202 	 TPS : 56.304 	 RecvSec : 30.921 	 SendSec : 30889.964 	 SendDropSec : 0.000
Total Time : 1688.200 	 TPS : 49.545 	 RecvSec : 31.529 	 SendSec : 31497.145 	 SendDropSec : 0.000
Total Time : 1689.219 	 TPS : 86.400 	 RecvSec : 61.855 	 SendSec : 61792.650 	 SendDropSec : 0.000
Total Time : 1690.220 	 TPS : 145.772 	 RecvSec : 112.824 	 SendSec : 112710.810 	 SendDropSec : 0.000
Total Time : 1692.689 	 TPS : 59.548 	 RecvSec : 30.787 	 SendSec : 30755.817 	 SendDropSec : 0.000
Total Time : 1694.127 	 TPS : 66.053 	 RecvSec : 43.803 	 SendSec : 43759.476 	 SendDropSec : 0.000
Total Time : 1695.215 	 TPS : 133.276 	 RecvSec : 57.906 	 SendSec : 57848.320 	 SendDropSec : 0.000
Total Time : 1696.911 	 TPS : 89.049 	 RecvSec : 74.306 	 SendSec : 74231.501 	 SendDropSec : 0.000
Total Time : 1698.215 	 TPS : 72.829 	 RecvSec : 48.297 	 SendSec : 48249.089 	 SendDropSec : 0.000
Total Time : 1700.194 	 TPS : 37.396 	 RecvSec : 31.837 	 SendSec : 31805.575 	 SendDropSec : 0.000
Total Time : 1701.750 	 TPS : 49.467 	 RecvSec : 40.473 	 SendSec : 40432.901 	 SendDropSec : 0.000
Total Time : 1704.198 	 TPS : 80.503 	 RecvSec : 51.489 	 SendSec : 51437.823 	 SendDropSec : 0.000
Total Time : 1705.938 	 TPS : 55.745 	 RecvSec : 36.206 	 SendSec : 36169.584 	 SendDropSec : 0.000
Total Time : 1707.458 	 TPS : 63.149 	 RecvSec : 41.441 	 SendSec : 41399.913 	 SendDropSec : 0.000
Total Time : 1709.012 	 TPS : 54.698 	 RecvSec : 40.541 	 SendSec : 40500.224 	 SendDropSec : 0.000
Total Time : 1710.953 	 TPS : 56.652 	 RecvSec : 32.446 	 SendSec : 32413.915 	 SendDropSec : 0.000
Total Time : 1713.418 	 TPS : 74.666 	 RecvSec : 51.130 	 SendSec : 51078.958 	 SendDropSec : 0.000
Total Time : 1714.419 	 TPS : 135.873 	 RecvSec : 93.912 	 SendSec : 93818.524 	 SendDropSec : 0.000
Total Time : 1715.420 	 TPS : 76.876 	 RecvSec : 51.916 	 SendSec : 51864.426 	 SendDropSec : 0.000
Total Time : 1717.083 	 TPS : 40.908 	 RecvSec : 25.868 	 SendSec : 25842.389 	 SendDropSec : 0.000
Total Time : 1718.117 	 TPS : 97.639 	 RecvSec : 60.903 	 SendSec : 60842.356 	 SendDropSec : 0.000
Total Time : 1719.921 	 TPS : 53.779 	 RecvSec : 34.929 	 SendSec : 34893.617 	 SendDropSec : 0.000
Total Time : 1721.563 	 TPS : 64.559 	 RecvSec : 38.370 	 SendSec : 38331.699 	 SendDropSec : 0.000
Total Time : 1722.824 	 TPS : 76.921 	 RecvSec : 49.959 	 SendSec : 49909.292 	 SendDropSec : 0.000
Total Time : 1724.523 	 TPS : 123.550 	 RecvSec : 74.130 	 SendSec : 74055.614 	 SendDropSec : 0.000
Total Time : 1725.729 	 TPS : 131.917 	 RecvSec : 104.538 	 SendSec : 104433.621 	 SendDropSec : 0.000
Total Time : 1727.144 	 TPS : 60.746 	 RecvSec : 44.500 	 SendSec : 44455.306 	 SendDropSec : 0.000
Total Time : 1728.907 	 TPS : 56.727 	 RecvSec : 35.738 	 SendSec : 35702.426 	 SendDropSec : 0.000
Total Time : 1730.818 	 TPS : 44.483 	 RecvSec : 32.970 	 SendSec : 32937.075 	 SendDropSec : 0.000
Total Time : 1732.569 	 TPS : 46.820 	 RecvSec : 35.972 	 SendSec : 35935.648 	 SendDropSec : 0.000
Total Time : 1734.440 	 TPS : 44.361 	 RecvSec : 33.672 	 SendSec : 33638.039 	 SendDropSec : 0.000
Total Time : 1735.948 	 TPS : 64.334 	 RecvSec : 41.784 	 SendSec : 41742.140 	 SendDropSec : 0.000
Total Time : 1737.533 	 TPS : 52.389 	 RecvSec : 39.765 	 SendSec : 39725.140 	 SendDropSec : 0.000
Total Time : 1738.634 	 TPS : 96.224 	 RecvSec : 57.190 	 SendSec : 57132.576 	 SendDropSec : 0.000
Total Time : 1740.093 	 TPS : 64.440 	 RecvSec : 43.189 	 SendSec : 43145.473 	 SendDropSec : 0.000
Total Time : 1741.796 	 TPS : 114.478 	 RecvSec : 73.970 	 SendSec : 73896.389 	 SendDropSec : 0.000
Total Time : 1743.829 	 TPS : 101.826 	 RecvSec : 61.981 	 SendSec : 61919.243 	 SendDropSec : 0.000
Total Time : 1745.506 	 TPS : 57.242 	 RecvSec : 37.565 	 SendSec : 37527.807 	 SendDropSec : 0.000
Total Time : 1747.379 	 TPS : 52.854 	 RecvSec : 33.634 	 SendSec : 33600.691 	 SendDropSec : 0.000
Total Time : 1748.530 	 TPS : 81.663 	 RecvSec : 54.732 	 SendSec : 54677.124 	 SendDropSec : 0.000
Total Time : 1749.559 	 TPS : 87.500 	 RecvSec : 61.250 	 SendSec : 61188.436 	 SendDropSec : 0.000
Total Time : 1751.825 	 TPS : 82.964 	 RecvSec : 55.603 	 SendSec : 55547.855 	 SendDropSec : 0.000
Total Time : 1752.932 	 TPS : 88.501 	 RecvSec : 56.894 	 SendSec : 56836.659 	 SendDropSec : 0.000
Total Time : 1754.385 	 TPS : 66.092 	 RecvSec : 43.373 	 SendSec : 43329.184 	 SendDropSec : 0.000
Total Time : 1756.278 	 TPS : 55.448 	 RecvSec : 33.269 	 SendSec : 33235.300 	 SendDropSec : 0.000
Total Time : 1758.206 	 TPS : 96.495 	 RecvSec : 65.367 	 SendSec : 65302.125 	 SendDropSec : 0.000
Total Time : 1759.213 	 TPS : 81.451 	 RecvSec : 62.578 	 SendSec : 62515.539 	 SendDropSec : 0.000
Total Time : 1760.595 	 TPS : 68.724 	 RecvSec : 45.575 	 SendSec : 45529.287 	 SendDropSec : 0.000
Total Time : 1761.598 	 TPS : 153.607 	 RecvSec : 117.699 	 SendSec : 117580.840 	 SendDropSec : 0.000
Total Time : 1763.515 	 TPS : 70.935 	 RecvSec : 37.032 	 SendSec : 36994.965 	 SendDropSec : 0.000
Total Time : 1765.170 	 TPS : 58.015 	 RecvSec : 38.072 	 SendSec : 38033.997 	 SendDropSec : 0.000
Total Time : 1766.685 	 TPS : 58.075 	 RecvSec : 41.576 	 SendSec : 41534.821 	 SendDropSec : 0.000
Total Time : 1768.681 	 TPS : 91.180 	 RecvSec : 63.124 	 SendSec : 63061.167 	 SendDropSec : 0.000
Total Time : 1770.437 	 TPS : 56.937 	 RecvSec : 35.870 	 SendSec : 35834.149 	 SendDropSec : 0.000
Total Time : 1772.409 	 TPS : 41.600 	 RecvSec : 31.961 	 SendSec : 31929.221 	 SendDropSec : 0.000
Total Time : 1774.076 	 TPS : 52.171 	 RecvSec : 37.779 	 SendSec : 37741.520 	 SendDropSec : 0.000
Total Time : 1775.859 	 TPS : 56.097 	 RecvSec : 35.341 	 SendSec : 35305.835 	 SendDropSec : 0.000
Total Time : 1777.413 	 TPS : 56.630 	 RecvSec : 40.542 	 SendSec : 40501.201 	 SendDropSec : 0.000
Total Time : 1779.892 	 TPS : 74.624 	 RecvSec : 50.825 	 SendSec : 50774.362 	 SendDropSec : 0.000
Total Time : 1782.338 	 TPS : 69.890 	 RecvSec : 51.498 	 SendSec : 51446.066 	 SendDropSec : 0.000
Total Time : 1783.340 	 TPS : 210.646 	 RecvSec : 124.790 	 SendSec : 124665.462 	 SendDropSec : 0.000
Total Time : 1785.150 	 TPS : 2.210 	 RecvSec : 0.553 	 SendSec : 552.030 	 SendDropSec : 0.000
Total Time : 1786.150 	 TPS : 122.955 	 RecvSec : 73.973 	 SendSec : 73898.739 	 SendDropSec : 0.000
Total Time : 1787.374 	 TPS : 56.375 	 RecvSec : 42.486 	 SendSec : 42443.344 	 SendDropSec : 0.000
Total Time : 1788.774 	 TPS : 149.984 	 RecvSec : 89.990 	 SendSec : 89900.130 	 SendDropSec : 0.000
Total Time : 1791.193 	 TPS : 72.777 	 RecvSec : 52.102 	 SendSec : 52049.499 	 SendDropSec : 0.000
Total Time : 1792.418 	 TPS : 166.522 	 RecvSec : 102.852 	 SendSec : 102748.666 	 SendDropSec : 0.000
Total Time : 1794.224 	 TPS : 94.674 	 RecvSec : 69.760 	 SendSec : 69690.119 	 SendDropSec : 0.000
Total Time : 1795.672 	 TPS : 61.446 	 RecvSec : 43.496 	 SendSec : 43452.217 	 SendDropSec : 0.000
Total Time : 1797.347 	 TPS : 106.317 	 RecvSec : 75.258 	 SendSec : 75182.585 	 SendDropSec : 0.000
Total Time : 1799.162 	 TPS : 56.191 	 RecvSec : 34.706 	 SendSec : 34671.769 	 SendDropSec : 0.000
Total Time : 1800.279 	 TPS : 84.157 	 RecvSec : 56.403 	 SendSec : 56346.429 	 SendDropSec : 0.000
Total Time : 1801.899 	 TPS : 58.634 	 RecvSec : 38.883 	 SendSec : 38844.552 	 SendDropSec : 0.000
Total Time : 1803.693 	 TPS : 49.614 	 RecvSec : 35.120 	 SendSec : 35084.895 	 SendDropSec : 0.000
Total Time : 1805.347 	 TPS : 53.795 	 RecvSec : 38.080 	 SendSec : 38041.423 	 SendDropSec : 0.000
Total Time : 1807.040 	 TPS : 41.955 	 RecvSec : 37.228 	 SendSec : 37190.709 	 SendDropSec : 0.000
Total Time : 1808.815 	 TPS : 39.417 	 RecvSec : 35.475 	 SendSec : 35439.923 	 SendDropSec : 0.000
Total Time : 1810.079 	 TPS : 163.015 	 RecvSec : 99.708 	 SendSec : 99608.211 	 SendDropSec : 0.000
Total Time : 1811.079 	 TPS : 176.997 	 RecvSec : 123.998 	 SendSec : 123874.216 	 SendDropSec : 0.000
Total Time : 1812.837 	 TPS : 10.238 	 RecvSec : 1.138 	 SendSec : 1136.460 	 SendDropSec : 0.000
Total Time : 1813.838 	 TPS : 192.834 	 RecvSec : 124.893 	 SendSec : 124767.737 	 SendDropSec : 0.000
Total Time : 1814.972 	 TPS : 2.647 	 RecvSec : 0.882 	 SendSec : 881.308 	 SendDropSec : 0.000
Total Time : 1816.179 	 TPS : 178.912 	 RecvSec : 104.365 	 SendSec : 104260.842 	 SendDropSec : 0.000
Total Time : 1817.626 	 TPS : 65.636 	 RecvSec : 43.527 	 SendSec : 43483.470 	 SendDropSec : 0.000
Total Time : 1818.935 	 TPS : 77.963 	 RecvSec : 48.154 	 SendSec : 48105.365 	 SendDropSec : 0.000
Total Time : 1820.865 	 TPS : 43.509 	 RecvSec : 32.632 	 SendSec : 32599.001 	 SendDropSec : 0.000
Total Time : 1821.867 	 TPS : 119.849 	 RecvSec : 73.907 	 SendSec : 73832.698 	 SendDropSec : 0.000
Total Time : 1823.679 	 TPS : 52.425 	 RecvSec : 28.696 	 SendSec : 28667.072 	 SendDropSec : 0.000
Total Time : 1824.683 	 TPS : 108.571 	 RecvSec : 66.736 	 SendSec : 66669.336 	 SendDropSec : 0.000
Total Time : 1826.272 	 TPS : 55.368 	 RecvSec : 37.122 	 SendSec : 37084.804 	 SendDropSec : 0.000
Total Time : 1827.863 	 TPS : 53.414 	 RecvSec : 39.589 	 SendSec : 39549.315 	 SendDropSec : 0.000
Total Time : 1829.479 	 TPS : 120.078 	 RecvSec : 77.989 	 SendSec : 77910.522 	 SendDropSec : 0.000
Total Time : 1831.679 	 TPS : 81.360 	 RecvSec : 57.270 	 SendSec : 57213.052 	 SendDropSec : 0.000
Total Time : 1833.080 	 TPS : 69.243 	 RecvSec : 44.972 	 SendSec : 44927.392 	 SendDropSec : 0.000
Total Time : 1834.612 	 TPS : 109.667 	 RecvSec : 82.251 	 SendSec : 82168.350 	 SendDropSec : 0.000
Total Time : 1836.553 	 TPS : 48.417 	 RecvSec : 32.450 	 SendSec : 32417.079 	 SendDropSec : 0.000
Total Time : 1837.921 	 TPS : 78.964 	 RecvSec : 46.062 	 SendSec : 46016.055 	 SendDropSec : 0.000
Total Time : 1839.875 	 TPS : 50.162 	 RecvSec : 32.247 	 SendSec : 32214.669 	 SendDropSec : 0.000
Total Time : 1840.876 	 TPS : 129.871 	 RecvSec : 70.930 	 SendSec : 70858.850 	 SendDropSec : 0.000
Total Time : 1842.352 	 TPS : 54.188 	 RecvSec : 37.254 	 SendSec : 37217.112 	 SendDropSec : 0.000
Total Time : 1843.669 	 TPS : 71.375 	 RecvSec : 47.837 	 SendSec : 47788.902 	 SendDropSec : 0.000
Total Time : 1845.536 	 TPS : 53.033 	 RecvSec : 33.748 	 SendSec : 33714.685 	 SendDropSec : 0.000
Total Time : 1847.439 	 TPS : 48.350 	 RecvSec : 33.109 	 SendSec : 33075.908 	 SendDropSec : 0.000
Total Time : 1848.596 	 TPS : 85.519 	 RecvSec : 54.421 	 SendSec : 54367.032 	 SendDropSec : 0.000
Total Time : 1849.663 	 TPS : 100.296 	 RecvSec : 59.053 	 SendSec : 58993.475 	 SendDropSec : 0.000
Total Time : 1850.665 	 TPS : 186.541 	 RecvSec : 124.693 	 SendSec : 124568.599 	 SendDropSec : 0.000
Total Time : 1852.204 	 TPS : 3.251 	 RecvSec : 0.000 	 SendSec : 0.000 	 SendDropSec : 0.000
Total Time : 1853.947 	 TPS : 56.780 	 RecvSec : 36.706 	 SendSec : 36669.272 	 SendDropSec : 0.000
Total Time : 1855.734 	 TPS : 111.901 	 RecvSec : 70.497 	 SendSec : 70426.944 	 SendDropSec : 0.000
Total Time : 1857.986 	 TPS : 69.294 	 RecvSec : 55.968 	 SendSec : 55912.187 	 SendDropSec : 0.000
Total Time : 1860.119 	 TPS : 84.838 	 RecvSec : 59.058 	 SendSec : 58999.221 	 SendDropSec : 0.000
Total Time : 1861.471 	 TPS : 145.762 	 RecvSec : 93.228 	 SendSec : 93135.068 	 SendDropSec : 0.000
Total Time : 1863.348 	 TPS : 49.537 	 RecvSec : 33.557 	 SendSec : 33523.470 	 SendDropSec : 0.000
Total Time : 1865.925 	 TPS : 69.858 	 RecvSec : 48.901 	 SendSec : 48851.825 	 SendDropSec : 0.000
Total Time : 1867.668 	 TPS : 48.749 	 RecvSec : 36.131 	 SendSec : 36095.159 	 SendDropSec : 0.000
Total Time : 1869.279 	 TPS : 63.955 	 RecvSec : 39.118 	 SendSec : 39078.950 	 SendDropSec : 0.000
Total Time : 1871.199 	 TPS : 43.754 	 RecvSec : 32.815 	 SendSec : 32782.438 	 SendDropSec : 0.000
Total Time : 1873.126 	 TPS : 57.085 	 RecvSec : 32.694 	 SendSec : 32661.236 	 SendDropSec : 0.000
Total Time : 1874.745 	 TPS : 62.376 	 RecvSec : 38.908 	 SendSec : 38868.679 	 SendDropSec : 0.000
Total Time : 1876.361 	 TPS : 117.573 	 RecvSec : 77.970 	 SendSec : 77891.797 	 SendDropSec : 0.000
Total Time : 1877.820 	 TPS : 66.483 	 RecvSec : 43.180 	 SendSec : 43136.495 	 SendDropSec : 0.000
Total Time : 1878.912 	 TPS : 103.473 	 RecvSec : 57.688 	 SendSec : 57630.784 	 SendDropSec : 0.000
Total Time : 1880.763 	 TPS : 61.066 	 RecvSec : 34.046 	 SendSec : 34011.736 	 SendDropSec : 0.000
Total Time : 1882.333 	 TPS : 122.235 	 RecvSec : 80.217 	 SendSec : 80136.363 	 SendDropSec : 0.000
Total Time : 1883.663 	 TPS : 30.825 	 RecvSec : 47.365 	 SendSec : 47317.381 	 SendDropSec : 0.000
Total Time : 1885.393 	 TPS : 61.301 	 RecvSec : 36.433 	 SendSec : 36396.913 	 SendDropSec : 0.000
Total Time : 1887.321 	 TPS : 47.698 	 RecvSec : 32.663 	 SendSec : 32630.092 	 SendDropSec : 0.000
Total Time : 1889.063 	 TPS : 72.328 	 RecvSec : 36.164 	 SendSec : 36128.065 	 SendDropSec : 0.000
Total Time : 1890.285 	 TPS : 175.192 	 RecvSec : 103.150 	 SendSec : 103047.023 	 SendDropSec : 0.000
Total Time : 1891.556 	 TPS : 69.223 	 RecvSec : 49.557 	 SendSec : 49507.563 	 SendDropSec : 0.000
Total Time : 1892.817 	 TPS : 76.127 	 RecvSec : 49.958 	 SendSec : 49908.184 	 SendDropSec : 0.000
Total Time : 1894.027 	 TPS : 92.600 	 RecvSec : 52.087 	 SendSec : 52035.397 	 SendDropSec : 0.000
Total Time : 1895.688 	 TPS : 60.800 	 RecvSec : 37.925 	 SendSec : 37886.723 	 SendDropSec : 0.000
Total Time : 1897.067 	 TPS : 74.696 	 RecvSec : 45.688 	 SendSec : 45642.315 	 SendDropSec : 0.000
Total Time : 1898.068 	 TPS : 170.846 	 RecvSec : 119.892 	 SendSec : 119771.822 	 SendDropSec : 0.000
Total Time : 1899.068 	 TPS : 67.992 	 RecvSec : 37.996 	 SendSec : 37957.741 	 SendDropSec : 0.000
Total Time : 1900.286 	 TPS : 50.094 	 RecvSec : 25.458 	 SendSec : 25432.187 	 SendDropSec : 0.000
Total Time : 1902.216 	 TPS : 102.064 	 RecvSec : 65.280 	 SendSec : 65214.384 	 SendDropSec : 0.000
Total Time : 1903.274 	 TPS : 89.751 	 RecvSec : 59.519 	 SendSec : 59459.617 	 SendDropSec : 0.000
Total Time : 1904.409 	 TPS : 85.484 	 RecvSec : 55.520 	 SendSec : 55464.794 	 SendDropSec : 0.000
Total Time : 1906.638 	 TPS : 96.439 	 RecvSec : 56.518 	 SendSec : 56461.425 	 SendDropSec : 0.000
Total Time : 1907.831 	 TPS : 79.663 	 RecvSec : 52.829 	 SendSec : 52776.071 	 SendDropSec : 0.000
Total Time : 1908.831 	 TPS : 134.966 	 RecvSec : 79.980 	 SendSec : 79899.937 	 SendDropSec : 0.000
Total Time : 1909.877 	 TPS : 70.732 	 RecvSec : 43.968 	 SendSec : 43924.365 	 SendDropSec : 0.000
Total Time : 1911.053 	 TPS : 95.287 	 RecvSec : 53.599 	 SendSec : 53545.336 	 SendDropSec : 0.000
Total Time : 1913.347 	 TPS : 89.368 	 RecvSec : 54.929 	 SendSec : 54873.836 	 SendDropSec : 0.000
Total Time : 1914.839 	 TPS : 67.009 	 RecvSec : 42.216 	 SendSec : 42173.320 	 SendDropSec : 0.000
Total Time : 1916.076 	 TPS : 50.102 	 RecvSec : 50.910 	 SendSec : 50859.300 	 SendDropSec : 0.000
Total Time : 1917.191 	 TPS : 99.564 	 RecvSec : 56.510 	 SendSec : 56453.005 	 SendDropSec : 0.000
Total Time : 1918.402 	 TPS : 85.103 	 RecvSec : 52.053 	 SendSec : 52001.251 	 SendDropSec : 0.000
Total Time : 1920.030 	 TPS : 50.347 	 RecvSec : 38.681 	 SendSec : 38642.464 	 SendDropSec : 0.000
Total Time : 1922.157 	 TPS : 79.471 	 RecvSec : 59.250 	 SendSec : 59191.031 	 SendDropSec : 0.000
Total Time : 1923.621 	 TPS : 119.560 	 RecvSec : 86.083 	 SendSec : 85996.984 	 SendDropSec : 0.000
Total Time : 1925.584 	 TPS : 43.297 	 RecvSec : 32.091 	 SendSec : 32058.498 	 SendDropSec : 0.000
Total Time : 1926.611 	 TPS : 68.165 	 RecvSec : 61.349 	 SendSec : 61287.365 	 SendDropSec : 0.000
Total Time : 1928.306 	 TPS : 50.733 	 RecvSec : 37.165 	 SendSec : 37127.808 	 SendDropSec : 0.000
Total Time : 1930.020 	 TPS : 46.082 	 RecvSec : 36.749 	 SendSec : 36712.518 	 SendDropSec : 0.000
Total Time : 1931.433 	 TPS : 51.653 	 RecvSec : 44.577 	 SendSec : 44532.577 	 SendDropSec : 0.000
Total Time : 1933.094 	 TPS : 123.434 	 RecvSec : 75.867 	 SendSec : 75790.678 	 SendDropSec : 0.000
Total Time : 1934.475 	 TPS : 81.123 	 RecvSec : 45.632 	 SendSec : 45586.223 	 SendDropSec : 0.000
Total Time : 1936.386 	 TPS : 53.899 	 RecvSec : 32.967 	 SendSec : 32934.204 	 SendDropSec : 0.000
Total Time : 1937.656 	 TPS : 85.047 	 RecvSec : 49.611 	 SendSec : 49561.333 	 SendDropSec : 0.000
Total Time : 1939.902 	 TPS : 93.030 	 RecvSec : 56.085 	 SendSec : 56028.725 	 SendDropSec : 0.000
Total Time : 1941.536 	 TPS : 67.929 	 RecvSec : 38.554 	 SendSec : 38515.517 	 SendDropSec : 0.000
Total Time : 1942.538 	 TPS : 194.616 	 RecvSec : 124.754 	 SendSec : 124628.982 	 SendDropSec : 0.000
Total Time : 1943.539 	 TPS : 50.971 	 RecvSec : 31.982 	 SendSec : 31949.718 	 SendDropSec : 0.000
Total Time : 1944.817 	 TPS : 54.751 	 RecvSec : 25.029 	 SendSec : 25003.983 	 SendDropSec : 0.000
Total Time : 1946.477 	 TPS : 104.841 	 RecvSec : 75.919 	 SendSec : 75843.419 	 SendDropSec : 0.000
Total Time : 1949.063 	 TPS : 83.932 	 RecvSec : 48.735 	 SendSec : 48685.849 	 SendDropSec : 0.000
Total Time : 1950.982 	 TPS : 102.622 	 RecvSec : 65.637 	 SendSec : 65571.075 	 SendDropSec : 0.000
Total Time : 1952.910 	 TPS : 53.943 	 RecvSec : 32.677 	 SendSec : 32644.478 	 SendDropSec : 0.000
Total Time : 1955.376 	 TPS : 75.831 	 RecvSec : 51.095 	 SendSec : 51043.878 	 SendDropSec : 0.000
Total Time : 1956.952 	 TPS : 126.946 	 RecvSec : 79.976 	 SendSec : 79895.727 	 SendDropSec : 0.000
Total Time : 1958.480 	 TPS : 63.461 	 RecvSec : 41.217 	 SendSec : 41175.870 	 SendDropSec : 0.000
Total Time : 1959.981 	 TPS : 70.631 	 RecvSec : 41.979 	 SendSec : 41936.895 	 SendDropSec : 0.000
Total Time : 1961.153 	 TPS : 74.248 	 RecvSec : 53.766 	 SendSec : 53712.056 	 SendDropSec : 0.000
Total Time : 1963.106 	 TPS : 47.609 	 RecvSec : 32.251 	 SendSec : 32219.135 	 SendDropSec : 0.000
Total Time : 1964.737 	 TPS : 51.513 	 RecvSec : 38.635 	 SendSec : 38596.440 	 SendDropSec : 0.000
Total Time : 1966.673 	 TPS : 51.140 	 RecvSec : 32.543 	 SendSec : 32510.944 	 SendDropSec : 0.000
Total Time : 1967.674 	 TPS : 112.866 	 RecvSec : 63.924 	 SendSec : 63859.924 	 SendDropSec : 0.000
Total Time : 1968.908 	 TPS : 71.322 	 RecvSec : 50.249 	 SendSec : 50199.011 	 SendDropSec : 0.000
Total Time : 1971.485 	 TPS : 75.642 	 RecvSec : 48.877 	 SendSec : 48827.798 	 SendDropSec : 0.000
Total Time : 1973.038 	 TPS : 62.460 	 RecvSec : 40.567 	 SendSec : 40526.337 	 SendDropSec : 0.000
Total Time : 1975.027 	 TPS : 48.783 	 RecvSec : 31.684 	 SendSec : 31651.819 	 SendDropSec : 0.000
Total Time : 1976.583 	 TPS : 49.467 	 RecvSec : 40.473 	 SendSec : 40432.594 	 SendDropSec : 0.000
Total Time : 1978.140 	 TPS : 52.674 	 RecvSec : 40.469 	 SendSec : 40428.254 	 SendDropSec : 0.000
Total Time : 1979.591 	 TPS : 75.836 	 RecvSec : 43.433 	 SendSec : 43389.994 	 SendDropSec : 0.000
Total Time : 1981.392 	 TPS : 53.843 	 RecvSec : 34.970 	 SendSec : 34935.196 	 SendDropSec : 0.000
Total Time : 1983.536 	 TPS : 74.623 	 RecvSec : 58.766 	 SendSec : 58706.851 	 SendDropSec : 0.000
Total Time : 1985.664 	 TPS : 88.362 	 RecvSec : 59.221 	 SendSec : 59161.953 	 SendDropSec : 0.000
Total Time : 1986.730 	 TPS : 95.675 	 RecvSec : 59.093 	 SendSec : 59034.396 	 SendDropSec : 0.000
Total Time : 1988.375 	 TPS : 125.834 	 RecvSec : 76.595 	 SendSec : 76518.158 	 SendDropSec : 0.000
Total Time : 1989.378 	 TPS : 172.520 	 RecvSec : 122.659 	 SendSec : 122535.860 	 SendDropSec : 0.000
Total Time : 1992.037 	 TPS : 47.377 	 RecvSec : 24.816 	 SendSec : 24791.664 	 SendDropSec : 0.000
Total Time : 1993.722 	 TPS : 119.914 	 RecvSec : 74.798 	 SendSec : 74722.937 	 SendDropSec : 0.000
Total Time : 1995.204 	 TPS : 60.055 	 RecvSec : 42.511 	 SendSec : 42468.525 	 SendDropSec : 0.000
Total Time : 1996.370 	 TPS : 78.868 	 RecvSec : 54.007 	 SendSec : 53953.139 	 SendDropSec : 0.000
Total Time : 1997.448 	 TPS : 94.622 	 RecvSec : 58.443 	 SendSec : 58384.438 	 SendDropSec : 0.000
Total Time : 1998.448 	 TPS : 171.999 	 RecvSec : 119.999 	 SendSec : 119879.005 	 SendDropSec : 0.000
Total Time : 1999.643 	 TPS : 30.125 	 RecvSec : 5.021 	 SendSec : 5015.895 	 SendDropSec : 0.000
Total Time : 2001.517 	 TPS : 58.717 	 RecvSec : 33.629 	 SendSec : 33595.403 	 SendDropSec : 0.000
Total Time : 2003.789 	 TPS : 128.060 	 RecvSec : 55.449 	 SendSec : 55393.424 	 SendDropSec : 0.000
Total Time : 2005.488 	 TPS : 52.399 	 RecvSec : 37.091 	 SendSec : 37054.296 	 SendDropSec : 0.000
Total Time : 2006.488 	 TPS : 173.908 	 RecvSec : 115.939 	 SendSec : 115822.984 	 SendDropSec : 0.000
Total Time : 2007.489 	 TPS : 102.920 	 RecvSec : 66.948 	 SendSec : 66880.786 	 SendDropSec : 0.000
Total Time : 2009.171 	 TPS : 19.026 	 RecvSec : 3.567 	 SendSec : 3563.867 	 SendDropSec : 0.000
